serial no,Name of Product,SKU,Product,Type of Product,Category,Collection,Description,HEIGHT,WIDTH,Metal Type,Grossweight,Metal Weight,Metal Price,Making Charges,Diamond shape,Diamond clarity,Diamond color,No. of Diamonds,Total Diamond Weight,Dia Amount For SI GH,Dia Amount For VVS EF,Gem Stone Type,Gemstone shape,No. of Gemstones,Total Gemstone Weight,Total Gemstone Amount,VAT For SI GH,Total Value of Product with SI GH,VAT For VVS EF,Total Value of Product with VVS EF,Size
1003,ER1192A,ER1192A,EARRINGS,STUDS/DROPS,CLASSIC,Daily Dazzle:Romancing Rocks:Symmetric Splendour,,17.9,8.6,18KT YELLOW GOLD,4.6,4.512,9358,3835,ROUND,SI,GH,34,0.25,17500,25750,SWAROVSKI RED,ROUND,12,0.19,600,313,31606,395,39938,
1004,ER1143A,ER1143A,EARRINGS,CHANDELIERS,EXCLUSIVE,Romancing Rocks:Symmetric Splendour,,29.6,11.4,18KT YELLOW GOLD,4.65,4.14,8587,3519,ROUND,SI,GH,96,0.49,34300,50470,"BLAZING RED TOPAZ,RAINFOREST GREEN TOPAZ","MARQUISE,PEAR",4,2.06,4760,512,51678,673,68009,
1005,ER1185A,ER1185A,EARRINGS,BAALIS/HUGGIES,CLASSIC,Daily Dazzle:Glitz & Gold,,15.9,11.1,18KT YELLOW GOLD,5.46,5.372,11142,4566,ROUND,SI,GH,114,0.44,30800,45320,,,0,0,0,465,46973,610,61638,
1006,ER1183A,ER1183A,EARRINGS,STUDS/DROPS,CLASSIC,Daily Dazzle:Romancing Rocks,,23.8,6.1,18KT YELLOW GOLD,3.19,2.822,5853,2681,ROUND,SI,GH,10,0.34,23800,35020,AMETHYST,PEAR,2,1.5,3000,353,35687,466,47020,
1007,ER1119A,ER1119A,EARRINGS,CHANDELIERS,EXCLUSIVE,Candid Celebrations:Drops & Domes:Romancing Rocks,,34.2,12.3,18KT YELLOW GOLD,8.34,6.616,13722,5624,ROUND,SI,GH,100,0.44,30800,45320,"AMETHYST,CREAM PEARL","OVAL,ROUND",4,8.18,4060,542,54748,687,69413,
1008,ER1140A,ER1140A,EARRINGS,CHANDELIERS,EXCLUSIVE,Candid Celebrations:Glitz & Gold:Drops & Domes:Romancing Rocks,,43.2,13,18KT YELLOW GOLD,16.77,11.624,24109,8718,ROUND,SI,GH,108,0.59,41300,60770,"RHODOLITE,CREAM PEARL","PEAR,ROUND",4,25.14,3964,781,78872,976,98537,
1009,ER1335A,ER1335A,EARRINGS,CHANDELIERS,CLASSIC,Drops & Domes:Symmetric Splendour:Romancing Rocks,,37.87,14.63,18KT YELLOW GOLD,7.08,6.914,14340,5877,ROUND,SI,GH,104,0.51,35700,52530,SWAROVSKI RED,ROUND,36,0.32,1800,577,58294,745,75292,
1010,ER1068A,ER1068A,EARRINGS,BAALIS/HUGGIES,CLASSIC,Daily Dazzle:Floral Fantasy,,27.8,13.4,18KT YELLOW GOLD,6.51,6.244,12951,5307,ROUND,SI,GH,104,0.85,59500,87550,CITRINE,ROUND,2,0.48,1440,792,79990,1072,108320,
1011,ER1066A,ER1066A,EARRINGS,BAALIS/HUGGIES,CLASSIC,Daily Dazzle:Romancing Rocks,,26,7.6,18KT YELLOW GOLD,4.21,3.638,7546,3092,ROUND,SI,GH,16,0.34,23800,35020,RAINFOREST GREEN TOPAZ,PRINCESS,2,2.52,2520,370,37328,482,48660,
1012,ER1493A,ER1493A,EARRINGS,BAALIS/HUGGIES,EXCLUSIVE,Candid Celebrations:Romancing Rocks,,28.7,26.2,18KT YELLOW GOLD,9.94,9.588,19886,7191,ROUND,SI,GH,132,0.8,56000,82400,SWAROVSKI GREEN,ROUND,112,0.96,5600,887,89564,1151,116228,
1013,ER1502A,ER1502A,EARRINGS,STUDS/DROPS,CLASSIC,Daily Dazzle:Glitz & Gold,,26.8,9.6,18KT YELLOW GOLD,4.75,4.678,9703,3976,ROUND,SI,GH,38,0.36,25200,37080,,,0,0,0,389,39268,508,51267,
1014,ER1349A,ER1349A,EARRINGS,STUDS/DROPS,CLASSIC,Candid Celebrations:Romancing Rocks:Floral Fantasy,,22.88,10.72,18KT YELLOW GOLD,5.29,4.93,10225,4190,ROUND,SI,GH,64,0.32,22400,32960,SWAROVSKI GREEN,ROUND,28,1.48,1400,382,38597,488,49263,
1015,ER1420A,ER1420A,EARRINGS,STUDS/DROPS,CLASSIC,Daily Dazzle:Romancing Rocks:Symmetric Splendour,,10.5,10.5,18KT YELLOW GOLD,3.59,3.278,6799,2786,ROUND,SI,GH,48,0.4,28000,41200,BLAZING RED TOPAZ,PRINCESS,2,1.16,2320,399,40304,531,53636,
1016,NK0001A,NK0001A,NECKLACES,DESIGNER,EXCLUSIVE,Candid Celebrations:Romancing Rocks,,0,0,18KT YELLOW GOLD,22.07,21.558,44713,16168,ROUND,SI,GH,261,1.27,88900,130810,BLAZING RED TOPAZ,OVAL,1,1.29,2580,1524,153885,1943,196214,
1017,NE0001A,NE0001A,EARRINGS,STUDS/DROPS:CHANDELIERS,EXCLUSIVE,Candid Celebrations:Romancing Rocks,,30,11,18KT YELLOW GOLD,6.57,6.094,12640,5180,ROUND,SI,GH,193,0.87,60900,89610,"BLAZING RED TOPAZ,BLAZING RED TOPAZ","PEAR,PEAR",4,1.51,3990,827,83537,1114,112534,
1018,ER1102A,ER1102A,EARRINGS,CHANDELIERS,EXCLUSIVE,Candid Celebrations:Romancing Rocks,,29.1,7.9,18KT YELLOW GOLD,4.78,4.188,8686,3560,ROUND,SI,GH,60,0.33,23100,33990,"RAINFOREST GREEN TOPAZ,RAINFOREST GREEN TOPAZ","PEAR,PEAR",4,2.63,6080,414,41840,523,52839,
1019,NK0017A,NK0017A,NECKLACES,DESIGNER:FLORAL,EXCLUSIVE,Candid Celebrations:Floral Fantasy,,0,0,18KT YELLOW GOLD,40.46,38.584,80027,28938,ROUND,SI,GH,122,1.28,89600,131840,"CREAM PEARL,RAINFOREST GREEN TOPAZ","ROUND,PEAR",2,8.1,2700,2013,203278,2435,245940,
1020,NE0017A,NE0017A,EARRINGS,STUDS/DROPS,CLASSIC,Candid Celebrations:Drops & Domes:Romancing Rocks,,26.75,12.52,18KT YELLOW GOLD,6.3,5.556,11524,4723,ROUND,SI,GH,54,0.33,23100,33990,"CREAM PEARL,RAINFOREST GREEN TOPAZ","ROUND,PEAR",4,3.39,1534,409,41290,518,52289,
1021,NK0023A,NK0023A,NECKLACES,TRADITIONAL,EXCLUSIVE,Candid Celebrations:Glitz & Gold,,0,0,18KT YELLOW GOLD,25.05,24.578,50977,18434,ROUND,SI,GH,368,2.36,165200,243080,,,0,0,0,2346,236957,3125,315616,
1022,NE0023A,NE0023A,EARRINGS,CHANDELIERS,CLASSIC,Candid Celebrations:Glitz & Gold,,28.14,10.96,18KT YELLOW GOLD,5.31,5.15,10682,4378,ROUND,SI,GH,98,0.8,56000,82400,,,0,0,0,711,71771,975,98435,
1023,ER1437A,ER1437A,EARRINGS,STUDS/DROPS,CLASSIC,Daily Dazzle:Glitz & Gold,,27.68,16.41,18KT YELLOW GOLD,6.39,6.266,12996,5326,ROUND,SI,GH,90,0.62,43400,63860,,,0,0,0,617,62339,822,83004,
1024,ER1376A,ER1376A,EARRINGS,CHANDELIERS,CLASSIC,Candid Celebrations:Irresistible Illusions:Romancing Rocks,,24.5,10,18KT PINK GOLD,4.85,4.436,9201,3771,ROUND,SI,GH,84,0.54,37800,55620,AMETHYST,ROUND,2,1.53,3060,538,54370,717,72369,
1025,ER1111B,ER1111B,EARRINGS,CHANDELIERS,CLASSIC,Candid Celebrations:Drops & Domes,,25.3,8,18KT YELLOW GOLD,4.13,2.588,5368,2459,ROUND,SI,GH,26,0.43,30100,44290,BRIGHT GOLD PEARL,ROUND,2,7.28,910,388,39225,530,53557,
1026,NE0020A,NE0020A,EARRINGS,STUDS/DROPS,CLASSIC,Daily Dazzle:Drops & Domes,,22.17,9.13,18KT YELLOW GOLD,4.15,3.478,7214,2956,ROUND,SI,GH,44,0.33,23100,33990,CREAM PEARL,ROUND,2,3.03,454,337,34061,446,45060,
1027,NK0020A,NK0020A,NECKLACES,CONTEMPORARY:FLORAL,EXCLUSIVE,Candid Celebrations:Floral Fantasy,,0,0,18KT YELLOW GOLD,22.38,21.392,44369,16044,ROUND,SI,GH,193,1.3,91000,133900,CREAM PEARL,ROUND,1,3.64,455,1519,153387,1948,196716,
1028,NE0021A,NE0021A,EARRINGS,STUDS/DROPS,EXCLUSIVE,Candid Celebrations:Drops & Domes:Glitz & Gold,,26.72,12.28,18KT YELLOW GOLD,5.35,4.69,9727,3987,ROUND,SI,GH,48,0.27,18900,27810,CREAM PEARL,ROUND,2,3.03,454,331,33399,420,42398,
1029,NK0021A,NK0021A,NECKLACES,TRADITIONAL,EXCLUSIVE,Candid Celebrations,,0,0,18KT YELLOW GOLD,27.24,26.278,54503,19708,ROUND,SI,GH,204,1.18,82600,121540,CREAM PEARL,ROUND,1,3.63,454,1573,158838,1962,198167,
1030,PD1317A,PD1317A,PENDANTS,CASUAL,EXCLUSIVE,Candid Celebrations:Glitz & Gold:Drops & Domes,,30.18,14.23,18KT YELLOW GOLD,3.63,3.588,7442,3050,ROUND,SI,GH,14,0.21,14700,21630,,,0,0,0,252,25444,321,32443,
1031,RG0317A,RG0317A,RINGS,CLASSICS,EXCLUSIVE,Men's Collection,,0,0,18KT YELLOW GOLD,8.916,8.8,18252,6600,ROUND,SI,GH,61,0.58,40600,59740,,,0,0,0,655,66107,846,85438,20
1032,RG0319A,RG0319A,RINGS,CLASSICS,PREMIUM,Men's Collection:Sensuous Solitaires,,0,0,18KT YELLOW GOLD,8.694,8.5,17630,6375,ROUND,SI,GH,73,0.97,79150,107910,,,0,0,0,1032,104187,1319,133234,20
1033,RG0329A,RG0329A,RINGS,CLASSICS,CLASSIC,Men's Collection,,0,0,18KT YELLOW GOLD,5.87,5.8,12030,4930,ROUND,SI,GH,10,0.35,24500,36050,,,0,0,0,415,41875,530,53540,12
1034,RG0332A,RG0332A,RINGS,CLASSICS,EXCLUSIVE,Men's Collection,,0,0,18KT YELLOW GOLD,6.63,6.5,13482,5525,ROUND,SI,GH,30,0.65,45500,66950,,,0,0,0,645,65152,860,86817,20
1035,RG0333A,RG0333A,RINGS,CLASSICS,CLASSIC,Men's Collection,,0,0,18KT YELLOW GOLD,7.864,7.8,16178,5850,ROUND,SI,GH,22,0.32,22400,32960,,,0,0,0,444,44872,550,55538,18
1036,RG0334A,RG0334A,RINGS,CLASSICS,CLASSIC,Men's Collection,,0,0,18KT YELLOW GOLD,5.58,5.5,11408,4675,ROUND,SI,GH,9,0.4,28000,41200,,,0,0,0,441,44524,573,57856,12
1037,ER1191B,ER1191B,EARRINGS,BAALIS/HUGGIES,CLASSIC,Daily Dazzle:Glitz & Gold,,15.5,8.6,18KT PINK GOLD,3.5,3.456,7168,2938,ROUND,VVS,EF,34,0.22,15400,22660,,,0,0,0,255,25761,328,33094,
1038,ER1090B,ER1090B,EARRINGS,BAALIS/HUGGIES,CLASSIC,Daily Dazzle:Glitz & Gold,,25.5,7.4,18KT PINK GOLD,2.5,2.458,5098,2335,ROUND,VVS,EF,36,0.21,14700,21630,,,0,0,0,221,22354,291,29354,
1039,ER0663B,ER0663B,EARRINGS,BAALIS/HUGGIES,EXCLUSIVE,Candid Celebrations:Glitz & Gold,,29,15.8,18KT PINK GOLD,6.56,6.496,13473,5522,ROUND,VVS,EF,56,0.32,22400,32960,,,0,0,0,414,41809,520,52475,
1040,PD0501B,PD0501B,PENDANTS,CASUAL:OFFICE WEAR,CLASSIC,Candid Celebrations:Daily Dazzle:Symmetric Splendour,,18.5,13.3,18KT WHITE GOLD,2.17,2.13,4418,2024,ROUND,VVS,EF,20,0.2,14320,20760,,,0,0,0,208,20970,272,27474,
1041,ER1300B,ER1300B,EARRINGS,STUDS/DROPS,CLASSIC,Candid Celebrations:Daily Dazzle:Glitz & Gold:Symmetric Splendour,,11,11,18KT PINK GOLD,3.16,3.11,6450,2644,ROUND,VVS,EF,40,0.25,17500,25750,,,0,0,0,266,26860,348,35192,
1042,PD0062B,PD0062B,PENDANTS,CASUAL:OFFICE WEAR,CLASSIC,Daily Dazzle:Glitz & Gold:Symmetric Splendour,,13.1,9,18KT PINK GOLD,0.69,0.672,1394,638,ROUND,VVS,EF,20,0.09,6300,9270,,,0,0,0,83,8415,113,11415,
1043,ER0117B,ER0117B,EARRINGS,BAALIS/HUGGIES:CHANDELIERS,EXCLUSIVE,Candid Celebrations:Drops & Domes:Romancing Rocks,,58,14.6,18KT YELLOW GOLD,8.86,8.374,17368,6280,ROUND,VVS,EF,68,1.12,78400,115360,SWAROVSKI GREEN,ROUND,98,1.31,4900,1069,108017,1439,145347,
1044,ER1047B,ER1047B,EARRINGS,BAALIS/HUGGIES,EXCLUSIVE,Black Beauty:Candid Celebrations:Floral Fantasy:Glitz & Gold,,33,14,18KT PINK GOLD,6.26,6.084,12619,5171,ROUND,VVS,EF,96,0.43,30100,44290,BLACK SPINEL,ROUND,60,0.45,3000,509,51399,651,65731,
1045,ER0530B,ER0530B,EARRINGS,BAALIS/HUGGIES:CHANDELIERS,CLASSIC,Candid Celebrations:Drops & Domes:Glitz & Gold:Symmetric Splendour,,29.5,8.5,18KT WHITE GOLD,3.69,3.658,7587,3109,ROUND,VVS,EF,68,0.16,11200,16480,,,0,0,0,219,22115,272,27448,
1046,ER0607B,ER0607B,EARRINGS,BAALIS/HUGGIES,EXCLUSIVE,Candid Celebrations:Drops & Domes:Romancing Rocks,,29,2.1,18KT YELLOW GOLD,6.42,6.106,12664,5190,ROUND,VVS,EF,106,0.43,30100,44290,"BLAZING RED TOPAZ,SWAROVSKI RED","PEAR,ROUND",38,1.14,4620,526,53100,668,67432,
1047,ER1095B,ER1095B,EARRINGS,BAALIS/HUGGIES:CHANDELIERS,EXCLUSIVE,Candid Celebrations:Drops & Domes:Floral Fantasy,,49.6,11.4,18KT YELLOW GOLD,10.12,7.062,14647,5296,ROUND,VVS,EF,130,1.01,70700,104030,BRIGHT GOLD PEARL,ROUND,2,14.28,1785,924,93352,1258,127016,
1048,ER1036B,ER1036B,EARRINGS,BAALIS/HUGGIES:CHANDELIERS,EXCLUSIVE,Candid Celebrations:Irresistible Illusions:Romancing Rocks,,44.6,10.1,18KT YELLOW GOLD,7.1,6.356,13183,5403,ROUND,VVS,EF,70,0.54,37800,55620,"BLAZING RED TOPAZ,STUDDED STONE","ROUND,PRINCESS",4,3.18,5295,617,62298,795,80296,
1049,ER0658B,ER0658B,EARRINGS,BAALIS/HUGGIES,EXCLUSIVE,Candid Celebrations:Drops & Domes,,40.3,23,18KT YELLOW GOLD,11.13,9.41,19517,7058,ROUND,VVS,EF,104,0.48,33600,49440,"BRIGHT GOLD PEARL,SWAROVSKI RED","ROUND,ROUND",84,8.12,5018,652,65845,810,81843,
1050,ER0501B,ER0501B,EARRINGS,BAALIS/HUGGIES:CHANDELIERS,CLASSIC,Candid Celebrations:Drops & Domes:Glitz & Gold:Symmetric Splendour,,24.3,8.4,18KT WHITE GOLD,3.39,3.344,6936,2842,ROUND,VVS,EF,56,0.23,16100,23690,,,0,0,0,259,26137,335,33803,
1051,NK0007B,NK0007B,NECKLACES,CONTEMPORARY,EXCLUSIVE,Candid Celebrations:Romancing Rocks,,0,0,18KT YELLOW GOLD,20.85,19.83,41129,14872,ROUND,VVS,EF,164,1.04,72800,107120,"CITRINE,BLAZING RED TOPAZ,CITRINE","OVAL,OVAL,OVAL",3,4.06,6340,1351,136492,1695,171156,
1052,NE0007B,NE0007B,EARRINGS,BAALIS/HUGGIES,EXCLUSIVE,Candid Celebrations:Drops & Domes:Romancing Rocks,,26,4,18KT YELLOW GOLD,5.29,5.008,10387,4257,ROUND,VVS,EF,20,0.13,9100,13390,"BLAZING RED TOPAZ,CITRINE","OVAL,OVAL",4,1.28,4480,282,28506,325,32839,
1053,ER1203B,ER1203B,EARRINGS,STUDS/DROPS,EXCLUSIVE,Candid Celebrations:Drops & Domes:Floral Fantasy:Romancing Rocks,,27.2,16.5,18KT YELLOW GOLD,8.57,4.762,9877,4048,ROUND,VVS,EF,20,0.1,7000,10300,"PINK CORAL,BRIGHT GOLD PEARL","PEAR CABOCHON,ROUND",12,18.94,8830,298,30053,331,33386,
1054,ER1167B,ER1167B,EARRINGS,STUDS/DROPS:CHANDELIERS,EXCLUSIVE,Candid Celebrations:Drops & Domes:Romancing Rocks,,38,10,18KT YELLOW GOLD,8.94,5.858,12150,4979,ROUND,VVS,EF,32,0.29,20300,29870,"SWAROVSKI RED,BRIGHT GOLD PEARL","ROUND,ROUND",114,15.12,7375,448,45252,544,54918,
1055,ER1282B,ER1282B,EARRINGS,BAALIS/HUGGIES,EXCLUSIVE,Candid Celebrations:Daily Dazzle:Glitz & Gold:Romancing Rocks,,18.4,8.4,18KT YELLOW GOLD,4.85,4.596,9533,3907,ROUND,VVS,EF,14,0.2,14000,20600,BLAZING RED TOPAZ,OVAL,2,1.07,2675,301,30416,367,37082,
1056,NK0012B,NK0012B,NECKLACES,CONTEMPORARY,EXCLUSIVE,Candid Celebrations:Romancing Rocks,,0,0,18KT YELLOW GOLD,20.93,20.28,42063,15210,ROUND,VVS,EF,157,0.74,51800,76220,"BLAZING RED TOPAZ,RAINFOREST GREEN TOPAZ","OVAL,OVAL",5,2.51,7135,1162,117370,1406,142034,
1057,NE0012B,NE0012B,EARRINGS,BAALIS/HUGGIES,EXCLUSIVE,Candid Celebrations:Romancing Rocks,,31.5,8.5,18KT YELLOW GOLD,6.81,6.17,12797,5244,ROUND,VVS,EF,50,0.2,14000,20600,"RAINFOREST GREEN TOPAZ,BLAZING RED TOPAZ","OVAL,OVAL",6,3,6260,383,38684,449,45350,
1058,ER1168B,ER1168B,EARRINGS,STUDS/DROPS,EXCLUSIVE,Black Beauty:Candid Celebrations:Irresistible Illusions:Symmetric Splendour,,40.5,26,18KT YELLOW GOLD,11.445,9.349,19391,7012,ROUND,VVS,EF,162,1.17,81900,120510,"BRIGHT GOLD PEARL,SWAROVSKI RED","ROUND,ROUND",252,9.31,13410,1217,122930,1603,161926,
1059,ER0079B,ER0079B,EARRINGS,STUDS/DROPS:CHANDELIERS,CLASSIC,Drops & Domes:Glitz & Gold:Symmetric Splendour,,28.7,8,18KT YELLOW GOLD,4.41,2.914,6044,2768,ROUND,VVS,EF,8,0.19,13300,19570,BRIGHT GOLD PEARL,ROUND,2,7.29,911,230,23253,293,29586,
1060,ER0580B,ER0580B,EARRINGS,BAALIS/HUGGIES:CHANDELIERS,CLASSIC,Daily Dazzle:Drops & Domes:Symmetric Splendour,,30.5,10,18KT YELLOW GOLD,9.94,6.104,12660,5188,ROUND,VVS,EF,82,0.4,28000,41200,PINK CORAL,ROUND,2,18.78,2348,482,48678,614,62010,
1061,ER1187B,ER1187B,EARRINGS,STUDS/DROPS,EXCLUSIVE,Candid Celebrations:Drops & Domes:Glitz & Gold,,28.95,15.45,18KT YELLOW GOLD,8.9,5.958,12357,5064,ROUND,VVS,EF,58,0.46,32200,47380,BRIGHT GOLD PEARL,ROUND,2,14.25,1781,514,51916,666,67248,
1062,ER1246B,ER1246B,EARRINGS,STUDS/DROPS,EXCLUSIVE,Candid Celebrations:Glitz & Gold:Romancing Rocks,,27,18,18KT YELLOW GOLD,9.35,8.968,18600,6726,ROUND,VVS,EF,98,0.62,43400,63860,"PINK CORAL,BLAZING RED TOPAZ","OVAL CABOCHON,PEAR",4,1.29,4425,732,73883,936,94547,
1063,ER0543B,ER0543B,EARRINGS,BAALIS/HUGGIES:CHANDELIERS,CLASSIC,Candid Celebrations:Drops & Domes:Glitz & Gold,,45,17,18KT YELLOW GOLD,9.17,6.178,12814,5251,ROUND,VVS,EF,70,0.4,28000,41200,"RAINFOREST GREEN TOPAZ,BRIGHT GOLD PEARL","PEAR,ROUND",4,14.56,2855,489,49409,621,62741,
1064,ER0529B,ER0529B,EARRINGS,BAALIS/HUGGIES:CHANDELIERS,CLASSIC,Candid Celebrations:Drops & Domes:Glitz & Gold,,29.1,11.4,18KT PINK GOLD,4.91,4.874,10109,4143,ROUND,VVS,EF,52,0.18,12600,18540,,,0,0,0,269,27121,328,33120,
1065,PD1207B,PD1207B,PENDANTS,FASHION:OFFICE WEAR,CLASSIC,Black Beauty:Candid Celebrations:Daily Dazzle:Symmetric Splendour,,17.24,13.11,18KT PINK GOLD,3.66,3.592,7450,3053,ROUND,VVS,EF,24,0.15,10500,15450,BLACK SPINEL,ROUND,24,0.19,1200,222,22425,272,27425,
1066,ER1207B,ER1207B,EARRINGS,STUDS/DROPS,CLASSIC,Black Beauty:Candid Celebrations:Daily Dazzle:Glitz & Gold,,12.95,8.82,18KT PINK GOLD,4.37,4.306,8931,3660,ROUND,VVS,EF,24,0.14,9800,14420,BLACK SPINEL,ROUND,24,0.18,1200,236,23827,282,28493,
1067,ER0180B,ER0180B,EARRINGS,STUDS/DROPS:CHANDELIERS,EXCLUSIVE,Drops & Domes:Glitz & Gold,,23.9,8,18KT YELLOW GOLD,3.45,1.962,4069,1864,ROUND,VVS,EF,16,0.12,8400,12360,BRIGHT GOLD PEARL,ROUND,2,7.32,915,152,15400,192,19400,
1068,NK0009B,NK0009B,NECKLACES,TRADITIONAL,EXCLUSIVE,Candid Celebrations:Glitz & Gold,,0,0,18KT YELLOW GOLD,20.625,20.333,42172,15250,ROUND,VVS,EF,63,0.58,40600,59740,RAINFOREST GREEN TOPAZ,PEAR,1,0.88,1760,998,100780,1189,120111,
1069,NE0009B,NE0009B,EARRINGS,STUDS/DROPS,EXCLUSIVE,Candid Celebrations:Glitz & Gold:Romancing Rocks,,29.28,9.88,18KT YELLOW GOLD,3.975,3.747,7772,3185,ROUND,VVS,EF,36,0.32,22400,32960,RAINFOREST GREEN TOPAZ,PEAR,2,0.82,2460,358,36175,464,46841,
1070,ER1097B,ER1097B,EARRINGS,BAALIS/HUGGIES:CHANDELIERS,EXCLUSIVE,Candid Celebrations:Drops & Domes:Glitz & Gold,,42.3,13,18KT YELLOW GOLD,8.59,5.626,11669,4782,ROUND,VVS,EF,120,0.6,42000,61800,BRIGHT GOLD PEARL,ROUND,2,14.22,1778,602,60831,800,80829,
1071,RG0001A,RG0001A,RINGS,CLASSICS,CLASSIC,Daily Dazzle:Glitz & Gold,,0,0,18KT YELLOW GOLD,4.94,4.902,10167,4167,ROUND,SI,GH,2,0.19,14060,19950,,,0,0,0,284,28678,343,34627,13
1072,ER1003A,ER1003A,EARRINGS,BAALIS/HUGGIES,CLASSIC,Daily Dazzle:Glitz & Gold,,21.7,5.9,18KT YELLOW GOLD,9.284,9.2,19082,6900,ROUND,SI,GH,84,0.42,29400,43260,,,0,0,0,554,55936,692,69934,
1073,ER1198A,ER1198A,EARRINGS,STUDS/DROPS,EXCLUSIVE,Daily Dazzle:Romancing Rocks,,25.5,10.8,18KT YELLOW GOLD,6.944,5,10370,4250,ROUND,SI,GH,108,0.62,43400,63860,"RAINFOREST GREEN TOPAZ,CREAM PEARL","PEAR,ROUND",4,9.1,4512,625,63157,830,83822,
1074,RG0222A,RG0222A,RINGS,BAND,PREMIUM,Candid Celebrations:Romancing Rocks,,0,0,18KT PINK GOLD,4.28,3.734,7745,3174,ROUND,SI,GH,27,0.24,16800,24720,RUBY,OVAL,9,2.49,18302,460,46481,539,54480,13
1075,ER1317A,ER1317A,EARRINGS,STUDS/DROPS,CLASSIC,Drops & Domes:Glitz & Gold,,30.18,14.23,18KT YELLOW GOLD,8.14,8.046,16688,6034,ROUND,SI,GH,28,0.47,32900,48410,,,0,0,0,556,56178,711,71843,
1076,BR0043A,BR0043A,BRACELETS,BANGLES,CLASSIC,Candid Celebrations:Glitz & Gold,,55,55,18KT PINK GOLD,11.76,11.564,23985,8673,ROUND,SI,GH,140,0.98,68600,100940,,,0,0,0,1013,102271,1336,134934,
1077,RG0200A,RG0200A,RINGS,CLASSICS:ENGAGEMENT:WEDDING,CLASSIC,Candid Celebrations:Glitz & Gold:Romancing Rocks,,0,0,18KT PINK GOLD,2.516,1.982,4111,1883,ROUND,SI,GH,2,0.02,1400,2060,BLAZING RED TOPAZ,HEART,1,2.65,2120,95,9609,102,10276,6
1078,RG0198A,RG0198A,RINGS,CLASSICS,CLASSIC,Candid Celebrations:Glitz & Gold:Daily Dazzle,,0,0,18KT WHITE GOLD,2.6,2.566,5322,2438,ROUND,SI,GH,3,0.17,11900,17510,,,0,0,0,197,19857,253,25523,12
1079,RG0238A,RG0238A,RINGS,CLASSICS,CLASSIC,Candid Celebrations:Floral Fantasy:Glitz & Gold,,0,0,18KT YELLOW GOLD,3.39,3.3,6845,2805,ROUND,SI,GH,23,0.45,31500,46350,,,0,0,0,412,41562,560,56560,7
1080,RG0205A,RG0205A,RINGS,CLASSICS,CLASSIC,Candid Celebrations:Glitz & Gold:Daily Dazzle,,0,0,18KT YELLOW GOLD,2.97,2.88,5973,2736,ROUND,SI,GH,4,0.45,33300,47250,,,0,0,0,420,42429,560,56519,16
1081,RG0196A,RG0196A,RINGS,COCKTAIL,PREMIUM,Candid Celebrations:Glitz & Gold:Romancing Rocks,,0,0,18KT WHITE GOLD,3.02,2.824,5857,2683,ROUND,SI,GH,2,0.44,44440,55000,TANZANITE,OVAL,1,0.54,3780,568,57328,673,67993,17
1082,RG0169A,RG0169A,RINGS,COCKTAIL,PREMIUM,Candid Celebrations:Glitz & Gold,,0,0,18KT PINK GOLD,6.74,6.426,13328,5462,ROUND,SI,GH,57,1.57,109900,161710,,,0,0,0,1287,129977,1805,182305,13
1083,RG0210A,RG0210A,RINGS,CLASSICS,CLASSIC,Candid Celebrations:Glitz & Gold,,0,0,18KT YELLOW GOLD,2.75,2.62,5434,2489,ROUND,SI,GH,9,0.65,46020,67210,,,0,0,0,539,54482,751,75884,16
1084,RG0161A,RG0161A,RINGS,CLASSICS,CLASSIC,Daily Dazzle:Glitz & Gold,,0,0,18KT PINK GOLD,2.05,1.998,4144,1898,"ROUND,MARQUISE",SI,GH,7,0.26,21880,27900,,,0,0,0,279,28201,339,34281,13
1085,PD1580A,PD1580A,PENDANTS,CASUAL:FASHION:OFFICE WEAR,PREMIUM,Daily Dazzle:Symmetric Splendour:Sensuous Solitaires,,7.13,7.13,18KT YELLOW GOLD,0.36,0.292,606,277,ROUND,SI,GH,11,0.34,35950,43660,,,0,0,0,368,37201,445,44988,
1086,ER1588A,ER1588A,EARRINGS,STUDS/DROPS,PREMIUM,Daily Dazzle:Floral Fantasy:Sensuous Solitaires,,6.98,6.98,18KT YELLOW GOLD,1.58,1.432,2970,1360,ROUND,SI,GH,26,0.74,76100,93500,,,0,0,0,804,81234,978,98808,
1087,ER1346A,ER1346A,EARRINGS,CHANDELIERS,CLASSIC,Symmetric Splendour:Romancing Rocks:Irresistible Illusions,,23.5,5.5,18KT YELLOW GOLD,4.57,4.38,9085,3723,ROUND,SI,GH,36,0.32,22400,32960,SWAROVSKI RED,ROUND,54,0.63,2700,379,38287,485,48953,
1088,RG0190A,RG0190A,RINGS,CLASSICS,CLASSIC,Daily Dazzle:Glitz & Gold,,0,0,18KT WHITE GOLD,2.78,2.764,5733,2626,ROUND,SI,GH,11,0.08,5600,8240,,,0,0,0,140,14099,166,16765,14
1089,RG0213A,RG0213A,RINGS,CLASSICS,PREMIUM,Candid Celebrations:Glitz & Gold:Romancing Rocks,,0,0,18KT PINK GOLD,2.99,2.704,5608,2569,ROUND,SI,GH,6,0.13,9100,13390,RUBY,OVAL,1,1.3,16380,337,33994,379,38326,15
